track_id,track_name,artist_name,artist_count,realeased_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts
923,Talk,YEAT,1,02-09-2022,920,0,148461629,10,1
924,XQ Te Pones As ,"Yandel, Feid",2,13-09-2022,308,0,47093942,6,1
925,Selfish,PnB Rock,1,23-06-2016,2468,0,380319238,15,0
926,Sin Seii,"Ovy On The Drums, Quevedo",2,22-07-2022,1097,2,209106362,18,10
927,Lady Mi Amor,Feid,1,13-09-2022,330,0,53987404,3,0
928,Poland,Lil Yachty,1,23-06-2022,1584,0,115331792,38,0
929,THE LONELIEST,M  ne,1,07-10-2022,1585,5,225093344,78,65
930,Bye Bye,"Marshmello, Juice WRLD",2,14-10-2022,766,0,84697729,16,0
931,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,18-08-2022,836,0,159240673,14,1
932,Nxde,(G)I-DLE,1,17-10-2022,430,6,170709584,14,116
933,Miss You,Southstar,1,16-05-1982,2020,0,154356956,77,10
934,we fell in love in october,girl in red,1,21-11-2018,6858,0,723043854,31,21
935,2 Be Loved (Am I Ready),Lizzo,1,14-07-2022,3682,6,247689123,41,0
936,Celestial,Ed Sheeran,1,29-09-2022,1639,0,176474912,86,14
937,Typa Girl,BLACKPINK,1,16-09-2022,452,10,235549288,2,129
938,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,18-12-2020,668,1,140430339,0,0
939,California Breeze,Lil Baby,1,14-10-2022,991,0,85559365,36,38
940,Bamba (feat. Aitch & BIA),"Luciano, Aitch, B ",3,22-09-2022,869,7,146223492,14,12
941,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,01-07-2022,648,4,187701588,0,0
942,Major Distribution,"Drake, 21 Savage",2,04-11-2022,1545,0,154863153,22,7
943,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,04-11-2022,1930,0,191333656,24,8
944,Vigilante Shit,Taylor Swift,1,21-10-2022,1948,0,253650850,12,9
945,Question...?,Taylor Swift,1,21-10-2022,1608,0,223064273,10,3
946,On BS,"Drake, 21 Savage",2,04-11-2022,1338,0,170413877,9,20
947,Mastermind,Taylor Swift,1,21-10-2022,1936,0,218320587,7,5
948,Circo Loco,"Drake, 21 Savage",2,04-11-2022,1794,0,141720999,26,9
949,Labyrinth,Taylor Swift,1,21-10-2022,1597,0,187339835,6,3
950,Spin Bout U,"Drake, 21 Savage",2,04-11-2022,1652,2,198365537,26,52
951,Sweet Nothing,Taylor Swift,1,21-10-2022,1747,0,186104310,9,6
952,"Would've, Could've, Should've",Taylor Swift,1,21-10-2022,1715,0,177503916,4,5
953,Con La Brisa,"Ludwig Goransson, Foudeqush",2,04-11-2022,486,0,71095708,8,1
954,Privileged Rappers,"Drake, 21 Savage",2,04-11-2022,1007,0,112436403,6,5
955,The Astronaut,Jin,1,28-10-2022,481,9,203436468,10,100
956,BackOutsideBoyz,Drake,1,04-11-2022,1045,0,93367537,8,5
957,Broke Boys,"Drake, 21 Savage",2,04-11-2022,1060,0,106249219,3,8
958,The Great War,Taylor Swift,1,21-10-2022,1274,0,181382590,1,6
959,My Mind & Me,Selena Gomez,1,03-11-2022,953,0,91473363,61,13
960,Bigger Than The Whole Sky,Taylor Swift,1,21-10-2022,1180,0,121871870,4,0
961,A Veces (feat. Feid),"Feid, Paulo Londra",2,03-11-2022,573,0,73513683,2,0
962,En La De Ella,"Feid, Sech, Jhayco",3,20-10-2022,1320,0,133895612,29,26
963,Alone,Burna Boy,1,04-11-2022,782,2,96007391,27,18
